link,type,file,year,month,total_principal_funds
sf.citidirect.com/stfin/docs/39207/CertStmtCMLT06AMC10811.pdf,chs,CertStmtCMLT06AMC10811.pdf,08,11,10805703.88
sf.citidirect.com/stfin/docs/40223/CertStmtCMLT06AMC10812.pdf,chs,CertStmtCMLT06AMC10812.pdf,08,12,7466923.2
sf.citidirect.com/stfin/docs/20913/CertStmtCMLT06AMC10701.pdf,chs,CertStmtCMLT06AMC10701.pdf,07,01,60094953.04
sf.citidirect.com/stfin/docs/21385/CertStmtCMLT06AMC10702.pdf,chs,CertStmtCMLT06AMC10702.pdf,07,02,25012377.15
sf.citidirect.com/stfin/docs/22231/certstmtcmlt06amc10703.pdf,chs,certstmtcmlt06amc10703.pdf,07,03,20280417.88
sf.citidirect.com/stfin/docs/22926/CertStmtCMLT06AMC10704.pdf,chs,CertStmtCMLT06AMC10704.pdf,07,04,21916460.73
sf.citidirect.com/stfin/docs/23615/CertStmtCMLT06AMC10705.pdf,chs,CertStmtCMLT06AMC10705.pdf,07,05,18589548.04
sf.citidirect.com/stfin/docs/24492/CertStmtCMLT06AMC10706.pdf,chs,CertStmtCMLT06AMC10706.pdf,07,06,17542778.1
sf.citidirect.com/stfin/docs/25218/CertStmtCMLT06AMC10707.pdf,chs,CertStmtCMLT06AMC10707.pdf,07,07,21172328.47
sf.citidirect.com/stfin/docs/26054/CertStmtCMLT06AMC10708.pdf,chs,CertStmtCMLT06AMC10708.pdf,07,08,19131295.24
sf.citidirect.com/stfin/docs/28166/CertStmtCMLT06AMC10710.pdf,chs,CertStmtCMLT06AMC10710.pdf,07,10,10765095.8
sf.citidirect.com/stfin/docs/29025/CertStmtCMLT06AMC10711.pdf,chs,CertStmtCMLT06AMC10711.pdf,07,11,9586824.92
sf.citidirect.com/stfin/docs/29902/CertStmtCMLT06AMC10712.pdf,chs,CertStmtCMLT06AMC10712.pdf,07,12,8697183.76
sf.citidirect.com/stfin/docs/18884/CertStmtCMLT06AMC10610.pdf,chs,CertStmtCMLT06AMC10610.pdf,06,10,22990481.96
sf.citidirect.com/stfin/docs/19458/certstmtcmlt06amc10611.pdf,chs,certstmtcmlt06amc10611.pdf,06,11,41618161.75
sf.citidirect.com/stfin/docs/20281/CertStmtCMLT06AMC10612.pdf,chs,CertStmtCMLT06AMC10612.pdf,06,12,26363234.61
sf.citidirect.com/stfin/docs/738020/LoanDetailCMLT06AMC12401.csv,ellt,LoanDetailCMLT06AMC12401.csv,24,01,
sf.citidirect.com/stfin/docs/634306/LoanDetailCMLT06AMC12301.csv,ellt,LoanDetailCMLT06AMC12301.csv,23,01,
sf.citidirect.com/stfin/docs/640663/LoanDetailCMLT06AMC12302.csv,ellt,LoanDetailCMLT06AMC12302.csv,23,02,
sf.citidirect.com/stfin/docs/646434/LoanDetailCMLT06AMC12303.csv,ellt,LoanDetailCMLT06AMC12303.csv,23,03,
sf.citidirect.com/stfin/docs/656725/LoanDetailCMLT06AMC12304.csv,ellt,LoanDetailCMLT06AMC12304.csv,23,04,
sf.citidirect.com/stfin/docs/665444/LoanDetailCMLT06AMC12305.csv,ellt,LoanDetailCMLT06AMC12305.csv,23,05,
sf.citidirect.com/stfin/docs/674075/LoanDetailCMLT06AMC12306.csv,ellt,LoanDetailCMLT06AMC12306.csv,23,06,
sf.citidirect.com/stfin/docs/684264/LoanDetailCMLT06AMC12307.csv,ellt,LoanDetailCMLT06AMC12307.csv,23,07,
sf.citidirect.com/stfin/docs/692371/LoanDetailCMLT06AMC12308.csv,ellt,LoanDetailCMLT06AMC12308.csv,23,08,
sf.citidirect.com/stfin/docs/703458/LoanDetailCMLT06AMC12309.csv,ellt,LoanDetailCMLT06AMC12309.csv,23,09,
sf.citidirect.com/stfin/docs/710492/LoanDetailCMLT06AMC12310.csv,ellt,LoanDetailCMLT06AMC12310.csv,23,10,
sf.citidirect.com/stfin/docs/721301/LoanDetailCMLT06AMC12311.csv,ellt,LoanDetailCMLT06AMC12311.csv,23,11,
sf.citidirect.com/stfin/docs/728909/LoanDetailCMLT06AMC12312.csv,ellt,LoanDetailCMLT06AMC12312.csv,23,12,
sf.citidirect.com/stfin/docs/534584/LoanDetailCMLT06AMC12201.csv,ellt,LoanDetailCMLT06AMC12201.csv,22,01,
sf.citidirect.com/stfin/docs/541529/LoanDetailCMLT06AMC12202.csv,ellt,LoanDetailCMLT06AMC12202.csv,22,02,
sf.citidirect.com/stfin/docs/549493/LoanDetailCMLT06AMC12203.csv,ellt,LoanDetailCMLT06AMC12203.csv,22,03,
sf.citidirect.com/stfin/docs/556321/LoanDetailCMLT06AMC12204.csv,ellt,LoanDetailCMLT06AMC12204.csv,22,04,
sf.citidirect.com/stfin/docs/566292/LoanDetailCMLT06AMC12205.csv,ellt,LoanDetailCMLT06AMC12205.csv,22,05,
sf.citidirect.com/stfin/docs/574603/LoanDetailCMLT06AMC12206.csv,ellt,LoanDetailCMLT06AMC12206.csv,22,06,
sf.citidirect.com/stfin/docs/580327/LoanDetailCMLT06AMC12207.csv,ellt,LoanDetailCMLT06AMC12207.csv,22,07,
sf.citidirect.com/stfin/docs/588256/LoanDetailCMLT06AMC12208.csv,ellt,LoanDetailCMLT06AMC12208.csv,22,08,
sf.citidirect.com/stfin/docs/597622/LoanDetailCMLT06AMC12209.csv,ellt,LoanDetailCMLT06AMC12209.csv,22,09,
sf.citidirect.com/stfin/docs/605122/LoanDetailCMLT06AMC12210.csv,ellt,LoanDetailCMLT06AMC12210.csv,22,10,
sf.citidirect.com/stfin/docs/613161/LoanDetailCMLT06AMC12211.csv,ellt,LoanDetailCMLT06AMC12211.csv,22,11,
sf.citidirect.com/stfin/docs/620330/LoanDetailCMLT06AMC12212.csv,ellt,LoanDetailCMLT06AMC12212.csv,22,12,
sf.citidirect.com/stfin/docs/450375/LoanDetailCMLT06AMC12101.csv,ellt,LoanDetailCMLT06AMC12101.csv,21,01,
sf.citidirect.com/stfin/docs/457559/LoanDetailCMLT06AMC12102.csv,ellt,LoanDetailCMLT06AMC12102.csv,21,02,
sf.citidirect.com/stfin/docs/463123/LoanDetailCMLT06AMC12103.csv,ellt,LoanDetailCMLT06AMC12103.csv,21,03,
sf.citidirect.com/stfin/docs/470438/LoanDetailCMLT06AMC12104.csv,ellt,LoanDetailCMLT06AMC12104.csv,21,04,
sf.citidirect.com/stfin/docs/477229/LoanDetailCMLT06AMC12105.csv,ellt,LoanDetailCMLT06AMC12105.csv,21,05,
sf.citidirect.com/stfin/docs/483294/LoanDetailCMLT06AMC12106.csv,ellt,LoanDetailCMLT06AMC12106.csv,21,06,
sf.citidirect.com/stfin/docs/489857/LoanDetailCMLT06AMC12107.csv,ellt,LoanDetailCMLT06AMC12107.csv,21,07,
sf.citidirect.com/stfin/docs/497793/LoanDetailCMLT06AMC12108.csv,ellt,LoanDetailCMLT06AMC12108.csv,21,08,
sf.citidirect.com/stfin/docs/504856/LoanDetailCMLT06AMC12109.csv,ellt,LoanDetailCMLT06AMC12109.csv,21,09,
sf.citidirect.com/stfin/docs/512188/LoanDetailCMLT06AMC12110.csv,ellt,LoanDetailCMLT06AMC12110.csv,21,10,
sf.citidirect.com/stfin/docs/520540/LoanDetailCMLT06AMC12111.csv,ellt,LoanDetailCMLT06AMC12111.csv,21,11,
sf.citidirect.com/stfin/docs/527847/LoanDetailCMLT06AMC12112.csv,ellt,LoanDetailCMLT06AMC12112.csv,21,12,
sf.citidirect.com/stfin/docs/376562/LoanDetailCMLT06AMC12001.csv,ellt,LoanDetailCMLT06AMC12001.csv,20,01,
sf.citidirect.com/stfin/docs/383741/LoanDetailCMLT06AMC12002.csv,ellt,LoanDetailCMLT06AMC12002.csv,20,02,
sf.citidirect.com/stfin/docs/388710/LoanDetailCMLT06AMC12003.csv,ellt,LoanDetailCMLT06AMC12003.csv,20,03,
sf.citidirect.com/stfin/docs/395835/LoanDetailCMLT06AMC12004.csv,ellt,LoanDetailCMLT06AMC12004.csv,20,04,
sf.citidirect.com/stfin/docs/402070/LoanDetailCMLT06AMC12005.csv,ellt,LoanDetailCMLT06AMC12005.csv,20,05,
sf.citidirect.com/stfin/docs/407129/LoanDetailCMLT06AMC12006.csv,ellt,LoanDetailCMLT06AMC12006.csv,20,06,
sf.citidirect.com/stfin/docs/414352/LoanDetailCMLT06AMC12007.csv,ellt,LoanDetailCMLT06AMC12007.csv,20,07,
sf.citidirect.com/stfin/docs/419991/LoanDetailCMLT06AMC12008.csv,ellt,LoanDetailCMLT06AMC12008.csv,20,08,
sf.citidirect.com/stfin/docs/425760/LoanDetailCMLT06AMC12009.csv,ellt,LoanDetailCMLT06AMC12009.csv,20,09,
sf.citidirect.com/stfin/docs/432174/LoanDetailCMLT06AMC12010.csv,ellt,LoanDetailCMLT06AMC12010.csv,20,10,
sf.citidirect.com/stfin/docs/437611/LoanDetailCMLT06AMC12011.csv,ellt,LoanDetailCMLT06AMC12011.csv,20,11,
sf.citidirect.com/stfin/docs/443050/LoanDetailCMLT06AMC12012.csv,ellt,LoanDetailCMLT06AMC12012.csv,20,12,
sf.citidirect.com/stfin/docs/296442/LoanDetailCMLT06AMC11901.csv,ellt,LoanDetailCMLT06AMC11901.csv,19,01,
sf.citidirect.com/stfin/docs/301507/LoanDetailCMLT06AMC11902.csv,ellt,LoanDetailCMLT06AMC11902.csv,19,02,
sf.citidirect.com/stfin/docs/313187/LoanDetailCMLT06AMC11903.csv,ellt,LoanDetailCMLT06AMC11903.csv,19,03,
sf.citidirect.com/stfin/docs/320816/LoanDetailCMLT06AMC11904.csv,ellt,LoanDetailCMLT06AMC11904.csv,19,04,
sf.citidirect.com/stfin/docs/335265/LoanDetailCMLT06AMC11905.csv,ellt,LoanDetailCMLT06AMC11905.csv,19,05,
sf.citidirect.com/stfin/docs/339326/LoanDetailCMLT06AMC11906.csv,ellt,LoanDetailCMLT06AMC11906.csv,19,06,
sf.citidirect.com/stfin/docs/344078/LoanDetailCMLT06AMC11907.csv,ellt,LoanDetailCMLT06AMC11907.csv,19,07,
sf.citidirect.com/stfin/docs/349026/LoanDetailCMLT06AMC11908.csv,ellt,LoanDetailCMLT06AMC11908.csv,19,08,
sf.citidirect.com/stfin/docs/353778/LoanDetailCMLT06AMC11909.csv,ellt,LoanDetailCMLT06AMC11909.csv,19,09,
sf.citidirect.com/stfin/docs/358208/LoanDetailCMLT06AMC11910.csv,ellt,LoanDetailCMLT06AMC11910.csv,19,10,
sf.citidirect.com/stfin/docs/363744/LoanDetailCMLT06AMC11911.csv,ellt,LoanDetailCMLT06AMC11911.csv,19,11,
sf.citidirect.com/stfin/docs/371351/LoanDetailCMLT06AMC11912.csv,ellt,LoanDetailCMLT06AMC11912.csv,19,12,
sf.citidirect.com/stfin/docs/234973/LoanDetailCMLT06AMC11801.csv,ellt,LoanDetailCMLT06AMC11801.csv,18,01,
sf.citidirect.com/stfin/docs/238423/LoanDetailCMLT06AMC11802.csv,ellt,LoanDetailCMLT06AMC11802.csv,18,02,
sf.citidirect.com/stfin/docs/242243/LoanDetailCMLT06AMC11803.csv,ellt,LoanDetailCMLT06AMC11803.csv,18,03,
sf.citidirect.com/stfin/docs/247316/LoanDetailCMLT06AMC11804.csv,ellt,LoanDetailCMLT06AMC11804.csv,18,04,
sf.citidirect.com/stfin/docs/252006/LoanDetailCMLT06AMC11805.csv,ellt,LoanDetailCMLT06AMC11805.csv,18,05,
sf.citidirect.com/stfin/docs/254611/LoanDetailCMLT06AMC11806.csv,ellt,LoanDetailCMLT06AMC11806.csv,18,06,
sf.citidirect.com/stfin/docs/259619/LoanDetailCMLT06AMC11807.csv,ellt,LoanDetailCMLT06AMC11807.csv,18,07,
sf.citidirect.com/stfin/docs/263708/LoanDetailCMLT06AMC11808.csv,ellt,LoanDetailCMLT06AMC11808.csv,18,08,
sf.citidirect.com/stfin/docs/268308/LoanDetailCMLT06AMC11809.csv,ellt,LoanDetailCMLT06AMC11809.csv,18,09,
sf.citidirect.com/stfin/docs/272423/LoanDetailCMLT06AMC11810.csv,ellt,LoanDetailCMLT06AMC11810.csv,18,10,
sf.citidirect.com/stfin/docs/276533/LoanDetailCMLT06AMC11811.csv,ellt,LoanDetailCMLT06AMC11811.csv,18,11,
sf.citidirect.com/stfin/docs/292453/LoanDetailCMLT06AMC11812.csv,ellt,LoanDetailCMLT06AMC11812.csv,18,12,
sf.citidirect.com/stfin/docs/194924/LoanDetailCMLT06AMC11701.csv,ellt,LoanDetailCMLT06AMC11701.csv,17,01,
sf.citidirect.com/stfin/docs/197942/LoanDetailCMLT06AMC11702.csv,ellt,LoanDetailCMLT06AMC11702.csv,17,02,
sf.citidirect.com/stfin/docs/200489/LoanDetailCMLT06AMC11703.csv,ellt,LoanDetailCMLT06AMC11703.csv,17,03,
sf.citidirect.com/stfin/docs/203146/LoanDetailCMLT06AMC11704.csv,ellt,LoanDetailCMLT06AMC11704.csv,17,04,
sf.citidirect.com/stfin/docs/206183/LoanDetailCMLT06AMC11705.csv,ellt,LoanDetailCMLT06AMC11705.csv,17,05,
sf.citidirect.com/stfin/docs/209044/LoanDetailCMLT06AMC11706.csv,ellt,LoanDetailCMLT06AMC11706.csv,17,06,
sf.citidirect.com/stfin/docs/213311/LoanDetailCMLT06AMC11707.csv,ellt,LoanDetailCMLT06AMC11707.csv,17,07,
sf.citidirect.com/stfin/docs/216487/LoanDetailCMLT06AMC11708.csv,ellt,LoanDetailCMLT06AMC11708.csv,17,08,
sf.citidirect.com/stfin/docs/219830/LoanDetailCMLT06AMC11709.csv,ellt,LoanDetailCMLT06AMC11709.csv,17,09,
sf.citidirect.com/stfin/docs/223418/LoanDetailCMLT06AMC11710.csv,ellt,LoanDetailCMLT06AMC11710.csv,17,10,
sf.citidirect.com/stfin/docs/227396/LoanDetailCMLT06AMC11711.csv,ellt,LoanDetailCMLT06AMC11711.csv,17,11,
sf.citidirect.com/stfin/docs/230901/LoanDetailCMLT06AMC11712.csv,ellt,LoanDetailCMLT06AMC11712.csv,17,12,
sf.citidirect.com/stfin/docs/149737/LoanDetailCMLT06AMC11601.csv,ellt,LoanDetailCMLT06AMC11601.csv,16,01,
sf.citidirect.com/stfin/docs/151912/LoanDetailCMLT06AMC11602.csv,ellt,LoanDetailCMLT06AMC11602.csv,16,02,
sf.citidirect.com/stfin/docs/154105/LoanDetailCMLT06AMC11603.csv,ellt,LoanDetailCMLT06AMC11603.csv,16,03,
sf.citidirect.com/stfin/docs/164931/LoanDetailCMLT06AMC11604.csv,ellt,LoanDetailCMLT06AMC11604.csv,16,04,
sf.citidirect.com/stfin/docs/167152/LoanDetailCMLT06AMC11605.csv,ellt,LoanDetailCMLT06AMC11605.csv,16,05,
sf.citidirect.com/stfin/docs/176415/LoanDetailCMLT06AMC11606.csv,ellt,LoanDetailCMLT06AMC11606.csv,16,06,
sf.citidirect.com/stfin/docs/179023/LoanDetailCMLT06AMC11607.csv,ellt,LoanDetailCMLT06AMC11607.csv,16,07,
sf.citidirect.com/stfin/docs/181724/LoanDetailCMLT06AMC11608.csv,ellt,LoanDetailCMLT06AMC11608.csv,16,08,
sf.citidirect.com/stfin/docs/183515/LoanDetailCMLT06AMC11609.csv,ellt,LoanDetailCMLT06AMC11609.csv,16,09,
sf.citidirect.com/stfin/docs/187702/LoanDetailCMLT06AMC11610.csv,ellt,LoanDetailCMLT06AMC11610.csv,16,10,
sf.citidirect.com/stfin/docs/189510/LoanDetailCMLT06AMC11611.csv,ellt,LoanDetailCMLT06AMC11611.csv,16,11,
sf.citidirect.com/stfin/docs/192675/LoanDetailCMLT06AMC11612.csv,ellt,LoanDetailCMLT06AMC11612.csv,16,12,
sf.citidirect.com/stfin/docs/124635/LoanDetailCMLT06AMC11501.csv,ellt,LoanDetailCMLT06AMC11501.csv,15,01,
sf.citidirect.com/stfin/docs/126825/LoanDetailCMLT06AMC11502.csv,ellt,LoanDetailCMLT06AMC11502.csv,15,02,
sf.citidirect.com/stfin/docs/128752/LoanDetailCMLT06AMC11503.csv,ellt,LoanDetailCMLT06AMC11503.csv,15,03,
sf.citidirect.com/stfin/docs/130723/LoanDetailCMLT06AMC11504.csv,ellt,LoanDetailCMLT06AMC11504.csv,15,04,
sf.citidirect.com/stfin/docs/132694/LoanDetailCMLT06AMC11505.csv,ellt,LoanDetailCMLT06AMC11505.csv,15,05,
sf.citidirect.com/stfin/docs/134750/LoanDetailCMLT06AMC11506.csv,ellt,LoanDetailCMLT06AMC11506.csv,15,06,
sf.citidirect.com/stfin/docs/137332/LoanDetailCMLT06AMC11507.csv,ellt,LoanDetailCMLT06AMC11507.csv,15,07,
sf.citidirect.com/stfin/docs/139048/LoanDetailCMLT06AMC11508.csv,ellt,LoanDetailCMLT06AMC11508.csv,15,08,
sf.citidirect.com/stfin/docs/140928/LoanDetailCMLT06AMC11509.csv,ellt,LoanDetailCMLT06AMC11509.csv,15,09,
sf.citidirect.com/stfin/docs/143307/LoanDetailCMLT06AMC11510.csv,ellt,LoanDetailCMLT06AMC11510.csv,15,10,
sf.citidirect.com/stfin/docs/145443/LoanDetailCMLT06AMC11511.csv,ellt,LoanDetailCMLT06AMC11511.csv,15,11,
sf.citidirect.com/stfin/docs/147801/LoanDetailCMLT06AMC11512.csv,ellt,LoanDetailCMLT06AMC11512.csv,15,12,
sf.citidirect.com/stfin/docs/104870/LoanDetailCMLT06AMC11401.csv,ellt,LoanDetailCMLT06AMC11401.csv,14,01,
sf.citidirect.com/stfin/docs/106235/LoanDetailCMLT06AMC11402.csv,ellt,LoanDetailCMLT06AMC11402.csv,14,02,
sf.citidirect.com/stfin/docs/107587/LoanDetailCMLT06AMC11403.csv,ellt,LoanDetailCMLT06AMC11403.csv,14,03,
sf.citidirect.com/stfin/docs/109430/LoanDetailCMLT06AMC11404.csv,ellt,LoanDetailCMLT06AMC11404.csv,14,04,
sf.citidirect.com/stfin/docs/110915/LoanDetailCMLT06AMC11405.csv,ellt,LoanDetailCMLT06AMC11405.csv,14,05,
sf.citidirect.com/stfin/docs/112294/LoanDetailCMLT06AMC11406.csv,ellt,LoanDetailCMLT06AMC11406.csv,14,06,
sf.citidirect.com/stfin/docs/114475/LoanDetailCMLT06AMC11407.csv,ellt,LoanDetailCMLT06AMC11407.csv,14,07,
sf.citidirect.com/stfin/docs/115568/LoanDetailCMLT06AMC11408.csv,ellt,LoanDetailCMLT06AMC11408.csv,14,08,
sf.citidirect.com/stfin/docs/117437/LoanDetailCMLT06AMC11409.csv,ellt,LoanDetailCMLT06AMC11409.csv,14,09,
sf.citidirect.com/stfin/docs/119055/LoanDetailCMLT06AMC11410.csv,ellt,LoanDetailCMLT06AMC11410.csv,14,10,
sf.citidirect.com/stfin/docs/120826/LoanDetailCMLT06AMC11411.csv,ellt,LoanDetailCMLT06AMC11411.csv,14,11,
sf.citidirect.com/stfin/docs/123006/LoanDetailCMLT06AMC11412.csv,ellt,LoanDetailCMLT06AMC11412.csv,14,12,
sf.citidirect.com/stfin/docs/88642/LoanDetailCMLT06AMC11301.csv,ellt,LoanDetailCMLT06AMC11301.csv,13,01,
sf.citidirect.com/stfin/docs/89974/LoanDetailCMLT06AMC11302.csv,ellt,LoanDetailCMLT06AMC11302.csv,13,02,
sf.citidirect.com/stfin/docs/90953/LoanDetailCMLT06AMC11303.csv,ellt,LoanDetailCMLT06AMC11303.csv,13,03,
sf.citidirect.com/stfin/docs/92548/LoanDetailCMLT06AMC11304.csv,ellt,LoanDetailCMLT06AMC11304.csv,13,04,
sf.citidirect.com/stfin/docs/93605/LoanDetailCMLT06AMC11305.csv,ellt,LoanDetailCMLT06AMC11305.csv,13,05,
sf.citidirect.com/stfin/docs/95109/LoanDetailCMLT06AMC11306.csv,ellt,LoanDetailCMLT06AMC11306.csv,13,06,
sf.citidirect.com/stfin/docs/96264/LoanDetailCMLT06AMC11307.csv,ellt,LoanDetailCMLT06AMC11307.csv,13,07,
sf.citidirect.com/stfin/docs/97591/LoanDetailCMLT06AMC11308.csv,ellt,LoanDetailCMLT06AMC11308.csv,13,08,
sf.citidirect.com/stfin/docs/99167/LoanDetailCMLT06AMC11309.csv,ellt,LoanDetailCMLT06AMC11309.csv,13,09,
sf.citidirect.com/stfin/docs/100512/LoanDetailCMLT06AMC11310.csv,ellt,LoanDetailCMLT06AMC11310.csv,13,10,
sf.citidirect.com/stfin/docs/101766/LoanDetailCMLT06AMC11311.csv,ellt,LoanDetailCMLT06AMC11311.csv,13,11,
sf.citidirect.com/stfin/docs/103150/LoanDetailCMLT06AMC11312.csv,ellt,LoanDetailCMLT06AMC11312.csv,13,12,
sf.citidirect.com/stfin/docs/75082/LoanDetailCMLT06AMC11201.csv,ellt,LoanDetailCMLT06AMC11201.csv,12,01,
sf.citidirect.com/stfin/docs/76387/LoanDetailCMLT06AMC11202.csv,ellt,LoanDetailCMLT06AMC11202.csv,12,02,
sf.citidirect.com/stfin/docs/77398/LoanDetailCMLT06AMC11203.csv,ellt,LoanDetailCMLT06AMC11203.csv,12,03,
sf.citidirect.com/stfin/docs/78267/LoanDetailCMLT06AMC11204.csv,ellt,LoanDetailCMLT06AMC11204.csv,12,04,
sf.citidirect.com/stfin/docs/79494/LoanDetailCMLT06AMC11205.csv,ellt,LoanDetailCMLT06AMC11205.csv,12,05,
sf.citidirect.com/stfin/docs/80725/LoanDetailCMLT06AMC11206.csv,ellt,LoanDetailCMLT06AMC11206.csv,12,06,
sf.citidirect.com/stfin/docs/81885/LoanDetailCMLT06AMC11207.csv,ellt,LoanDetailCMLT06AMC11207.csv,12,07,
sf.citidirect.com/stfin/docs/82892/LoanDetailCMLT06AMC11208.csv,ellt,LoanDetailCMLT06AMC11208.csv,12,08,
sf.citidirect.com/stfin/docs/83774/LoanDetailCMLT06AMC11209.csv,ellt,LoanDetailCMLT06AMC11209.csv,12,09,
sf.citidirect.com/stfin/docs/85010/LoanDetailCMLT06AMC11210.csv,ellt,LoanDetailCMLT06AMC11210.csv,12,10,
sf.citidirect.com/stfin/docs/86248/LoanDetailCMLT06AMC11211.csv,ellt,LoanDetailCMLT06AMC11211.csv,12,11,
sf.citidirect.com/stfin/docs/87319/LoanDetailCMLT06AMC11212.csv,ellt,LoanDetailCMLT06AMC11212.csv,12,12,
sf.citidirect.com/stfin/docs/62966/LoanDetailCMLT06AMC11101.csv,ellt,LoanDetailCMLT06AMC11101.csv,11,01,
sf.citidirect.com/stfin/docs/63963/LoanDetailCMLT06AMC11102.csv,ellt,LoanDetailCMLT06AMC11102.csv,11,02,
sf.citidirect.com/stfin/docs/64866/LoanDetailCMLT06AMC11103.csv,ellt,LoanDetailCMLT06AMC11103.csv,11,03,
sf.citidirect.com/stfin/docs/65744/LoanDetailCMLT06AMC11104.csv,ellt,LoanDetailCMLT06AMC11104.csv,11,04,
sf.citidirect.com/stfin/docs/67095/LoanDetailCMLT06AMC11105.csv,ellt,LoanDetailCMLT06AMC11105.csv,11,05,
sf.citidirect.com/stfin/docs/68062/LoanDetailCMLT06AMC11106.csv,ellt,LoanDetailCMLT06AMC11106.csv,11,06,
sf.citidirect.com/stfin/docs/69041/LoanDetailCMLT06AMC11107.csv,ellt,LoanDetailCMLT06AMC11107.csv,11,07,
sf.citidirect.com/stfin/docs/70133/LoanDetailCMLT06AMC11108.csv,ellt,LoanDetailCMLT06AMC11108.csv,11,08,
sf.citidirect.com/stfin/docs/70998/LoanDetailCMLT06AMC11109.csv,ellt,LoanDetailCMLT06AMC11109.csv,11,09,
sf.citidirect.com/stfin/docs/71967/LoanDetailCMLT06AMC11110.csv,ellt,LoanDetailCMLT06AMC11110.csv,11,10,
sf.citidirect.com/stfin/docs/73224/LoanDetailCMLT06AMC11111.csv,ellt,LoanDetailCMLT06AMC11111.csv,11,11,
sf.citidirect.com/stfin/docs/74230/LoanDetailCMLT06AMC11112.csv,ellt,LoanDetailCMLT06AMC11112.csv,11,12,
sf.citidirect.com/stfin/docs/51718/LoanDetailCMLT06AMC11001.csv,ellt,LoanDetailCMLT06AMC11001.csv,10,01,
sf.citidirect.com/stfin/docs/52580/LoanDetailCMLT06AMC11002.csv,ellt,LoanDetailCMLT06AMC11002.csv,10,02,
sf.citidirect.com/stfin/docs/53613/LoanDetailCMLT06AMC11003.csv,ellt,LoanDetailCMLT06AMC11003.csv,10,03,
sf.citidirect.com/stfin/docs/54436/LoanDetailCMLT06AMC11004.csv,ellt,LoanDetailCMLT06AMC11004.csv,10,04,
sf.citidirect.com/stfin/docs/55394/LoanDetailCMLT06AMC11005.csv,ellt,LoanDetailCMLT06AMC11005.csv,10,05,
sf.citidirect.com/stfin/docs/56465/LoanDetailCMLT06AMC11006.csv,ellt,LoanDetailCMLT06AMC11006.csv,10,06,
sf.citidirect.com/stfin/docs/57372/LoanDetailCMLT06AMC11007.csv,ellt,LoanDetailCMLT06AMC11007.csv,10,07,
sf.citidirect.com/stfin/docs/58312/LoanDetailCMLT06AMC11008.csv,ellt,LoanDetailCMLT06AMC11008.csv,10,08,
sf.citidirect.com/stfin/docs/59201/LoanDetailCMLT06AMC11009.csv,ellt,LoanDetailCMLT06AMC11009.csv,10,09,
sf.citidirect.com/stfin/docs/60103/LoanDetailCMLT06AMC11010.csv,ellt,LoanDetailCMLT06AMC11010.csv,10,10,
sf.citidirect.com/stfin/docs/61074/LoanDetailCMLT06AMC11011.csv,ellt,LoanDetailCMLT06AMC11011.csv,10,11,
sf.citidirect.com/stfin/docs/62052/LoanDetailCMLT06AMC11012.csv,ellt,LoanDetailCMLT06AMC11012.csv,10,12,
sf.citidirect.com/stfin/docs/41114/LoanDetailCMLT06AMC10901.csv,ellt,LoanDetailCMLT06AMC10901.csv,09,01,
sf.citidirect.com/stfin/docs/41941/LoanDetailCMLT06AMC10902.csv,ellt,LoanDetailCMLT06AMC10902.csv,09,02,
sf.citidirect.com/stfin/docs/42805/LoanDetailCMLT06AMC10903.csv,ellt,LoanDetailCMLT06AMC10903.csv,09,03,
sf.citidirect.com/stfin/docs/43615/LoanDetailCMLT06AMC10904.csv,ellt,LoanDetailCMLT06AMC10904.csv,09,04,
sf.citidirect.com/stfin/docs/44452/LoanDetailCMLT06AMC10905.csv,ellt,LoanDetailCMLT06AMC10905.csv,09,05,
sf.citidirect.com/stfin/docs/45100/LoanDetailCMLT06AMC10906.csv,ellt,LoanDetailCMLT06AMC10906.csv,09,06,
sf.citidirect.com/stfin/docs/46339/LoanDetailCMLT06AMC10907.csv,ellt,LoanDetailCMLT06AMC10907.csv,09,07,
sf.citidirect.com/stfin/docs/47037/LoanDetailCMLT06AMC10908.csv,ellt,LoanDetailCMLT06AMC10908.csv,09,08,
sf.citidirect.com/stfin/docs/48034/LoanDetailCMLT06AMC10909.csv,ellt,LoanDetailCMLT06AMC10909.csv,09,09,
sf.citidirect.com/stfin/docs/48914/LoanDetailCMLT06AMC10910.csv,ellt,LoanDetailCMLT06AMC10910.csv,09,10,
sf.citidirect.com/stfin/docs/49781/LoanDetailCMLT06AMC10911.csv,ellt,LoanDetailCMLT06AMC10911.csv,09,11,
sf.citidirect.com/stfin/docs/50688/LoanDetailCMLT06AMC10912.csv,ellt,LoanDetailCMLT06AMC10912.csv,09,12,
sf.citidirect.com/stfin/docs/30909/LoanDetailCMLT06AMC10801.csv,ellt,LoanDetailCMLT06AMC10801.csv,08,01,
sf.citidirect.com/stfin/docs/31605/LoanDetailCMLT06AMC10802.csv,ellt,LoanDetailCMLT06AMC10802.csv,08,02,
sf.citidirect.com/stfin/docs/32236/LoanDetailCMLT06AMC10803.csv,ellt,LoanDetailCMLT06AMC10803.csv,08,03,
sf.citidirect.com/stfin/docs/33444/LoanDetailCMLT06AMC10804.csv,ellt,LoanDetailCMLT06AMC10804.csv,08,04,
